iter	Passed	Remaining
1644	51540	11122
1645	51572	11091
1646	51604	11060
1647	51635	11028
1648	51667	10997
1649	51698	10966
1650	51730	10935
1651	51763	10904
1652	51795	10872
1653	51823	10840
1654	51855	10809
1655	51889	10778
1656	51922	10748
1657	51955	10717
1658	51989	10686
1659	52021	10654
1660	52053	10623
1661	52086	10592
1662	52117	10561
1663	52148	10529
1664	52180	10498
1665	52212	10467
1666	52243	10436
1667	52273	10404
1668	52304	10373
1669	52333	10341
1670	52365	10310
1671	52398	10279
1672	52431	10248
1673	52463	10217
1674	52493	10185
1675	52526	10154
1676	52555	10122
1677	52588	10091
1678	52619	10060
1679	52650	10028
1680	52685	9998
1681	52719	9967
1682	52753	9936
1683	52785	9905
1684	52815	9873
1685	52846	9842
1686	52881	9811
1687	52913	9780
1688	52946	9749
1689	52979	9718
1690	53010	9686
1691	53047	9656
1692	53080	9625
1693	53110	9593
1694	53143	9562
1695	53178	9531
1696	53210	9500
1697	53241	9469
1698	53273	9438
1699	53303	9406
1700	53337	9375
1701	53371	9344
1702	53400	9312
1703	53430	9281
1704	53464	9250
1705	53493	9218
1706	53524	9187
1707	53558	9156
1708	53592	9125
1709	53622	9093
1710	53654	9062
1711	53685	9031
1712	53717	8999
1713	53751	8969
1714	53783	8937
1715	53815	8906
1716	53848	8875
1717	53879	8843
1718	53910	8812
1719	53942	8781
1720	53977	8750
1721	54008	8719
1722	54040	8687
1723	54076	8657
1724	54106	8625
1725	54136	8594
1726	54170	8563
1727	54202	8531
1728	54235	8500
1729	54267	8469
1730	54299	8438
1731	54331	8407
1732	54363	8375
1733	54394	8344
1734	54423	8312
1735	54456	8281
1736	54486	8249
1737	54518	8218
1738	54551	8187
1739	54586	8156
1740	54619	8125
1741	54653	8094
1742	54685	8063
1743	54718	8032
1744	54753	8001
1745	54783	7969
1746	54816	7938
1747	54849	7907
1748	54881	7876
1749	54914	7844
1750	54946	7813
1751	54979	7782
1752	55011	7751
1753	55043	7719
1754	55079	7689
1755	55111	7657
1756	55147	7627
1757	55181	7596
1758	55214	7564
1759	55248	7533
1760	55278	7502
1761	55311	7471
1762	55344	7439
1763	55377	7408
1764	55408	7377
1765	55438	7345
1766	55471	7314
1767	55500	7282
1768	55532	7251
1769	55564	7220
1770	55594	7188
1771	55624	7157
1772	55654	7125
1773	55683	7093
1774	55716	7062
1775	55749	7031
1776	55777	6999
1777	55810	6968
1778	55844	6937
1779	55878	6906
1780	55908	6874
1781	55939	6843
1782	55972	6812
1783	56005	6780
1784	56040	6749
1785	56073	6718
1786	56107	6687
1787	56141	6656
1788	56174	6625
1789	56207	6594
1790	56236	6562
1791	56270	6531
1792	56323	6502
1793	56371	6472
1794	56409	6442
1795	56449	6411
1796	56479	6380
1797	56511	6348
1798	56542	6317
1799	56571	6285
1800	56604	6254
1801	56635	6223
1802	56667	6191
1803	56699	6160
1804	56732	6128
1805	56763	6097
1806	56795	6066
1807	56830	6035
1808	56864	6003
1809	56896	5972
1810	56931	5941
1811	56964	5910
1812	56995	5878
1813	57026	5847
1814	57057	5815
1815	57088	5784
1816	57119	5752
1817	57154	5721
1818	57186	5690
1819	57215	5658
1820	57248	5627
1821	57278	5595
1822	57313	5564
1823	57347	5533
1824	57377	5501
1825	57408	5470
1826	57450	5440
1827	57485	5408
1828	57515	5377
1829	57548	5346
1830	57578	5314
1831	57610	5283
1832	57641	5251
1833	57671	5220
1834	57701	5188
1835	57735	5157
1836	57764	5125
1837	57797	5094
1838	57827	5062
1839	57863	5031
1840	57895	5000
1841	57929	4968
1842	57961	4937
1843	57993	4906
1844	58024	4874
1845	58058	4843
1846	58090	4812
1847	58126	4780
1848	58158	4749
1849	58191	4718
1850	58222	4686
1851	58253	4655
1852	58285	4623
1853	58317	4592
1854	58347	4560
1855	58376	4529
1856	58406	4497
1857	58438	4466
1858	58472	4435
1859	58504	4403
1860	58536	4372
1861	58570	4340
1862	58602	4309
1863	58637	4278
1864	58667	4246
1865	58699	4215
1866	58733	4183
1867	58762	4152
1868	58796	4121
1869	58829	4089
1870	58861	4058
1871	58894	4026
1872	58927	3995
1873	58959	3964
1874	58992	3932
1875	59025	3901
1876	59056	3869
1877	59089	3838
1878	59120	3807
1879	59153	3775
1880	59181	3744
1881	59214	3712
1882	59245	3681
1883	59278	3649
1884	59309	3618
1885	59342	3586
1886	59376	3555
1887	59410	3524
1888	59443	3492
1889	59476	3461
1890	59510	3430
1891	59542	3398
1892	59574	3367
1893	59608	3336
1894	59642	3304
1895	59674	3273
1896	59706	3241
1897	59739	3210
1898	59773	3179
1899	59804	3147
1900	59837	3116
1901	59871	3084
1902	59902	3053
1903	59935	3021
1904	59969	2990
1905	60001	2959
1906	60032	2927
1907	60064	2896
1908	60099	2864
1909	60133	2833
1910	60166	2802
1911	60197	2770
1912	60227	2739
1913	60257	2707
1914	60288	2676
1915	60321	2644
1916	60352	2613
1917	60383	2581
1918	60415	2550
1919	60446	2518
1920	60477	2487
1921	60509	2455
1922	60540	2424
1923	60573	2392
1924	60607	2361
1925	60637	2329
1926	60669	2298
1927	60703	2266
1928	60734	2235
1929	60768	2204
1930	60801	2172
1931	60831	2141
1932	60862	2109
1933	60893	2078
1934	60924	2046
1935	60955	2015
1936	60986	1983
1937	61018	1952
1938	61049	1920
1939	61081	1889
1940	61117	1857
1941	61150	1826
1942	61182	1794
1943	61215	1763
1944	61246	1731
1945	61278	1700
1946	61311	1668
1947	61344	1637
1948	61375	1606
1949	61411	1574
1950	61442	1543
1951	61475	1511
1952	61506	1480
1953	61535	1448
1954	61567	1417
1955	61598	1385
1956	61629	1354
1957	61662	1322
1958	61696	1291
1959	61729	1259
1960	61761	1228
1961	61790	1196
1962	61821	1165
1963	61856	1133
1964	61891	1102
1965	61925	1070
1966	61959	1039
1967	61993	1008
1968	62023	976
1969	62054	944
1970	62089	913
1971	62123	882
1972	62155	850
1973	62188	819
1974	62220	787
1975	62253	756
1976	62283	724
1977	62313	693
1978	62344	661
1979	62374	630
1980	62408	598
1981	62440	567
1982	62474	535
1983	62508	504
1984	62540	472
1985	62573	441
1986	62606	409
1987	62635	378
1988	62669	346
1989	62704	315
1990	62736	283
1991	62770	252
1992	62804	220
1993	62835	189
1994	62866	157
1995	62899	126
1996	62927	94
1997	62958	63
1998	62991	31
1999	63021	0
