iter	Logloss
343	0.5714874426
344	0.5712310504
345	0.5712021882
346	0.5710725561
347	0.5707992051
348	0.5706725771
349	0.5706242699
350	0.5705925695
351	0.5703938128
352	0.5703583511
353	0.5703332973
354	0.5702364264
355	0.5701569462
356	0.5701374859
357	0.5700403196
358	0.5699576779
359	0.5697684383
360	0.5696608568
361	0.5696105508
362	0.5695598286
363	0.5694810515
364	0.5693922559
365	0.5692718262
366	0.5691588306
367	0.5691196168
368	0.5690748857
369	0.5690012566
370	0.5689730629
371	0.5688237754
372	0.5686399213
373	0.5686290004
374	0.5685693178
375	0.5684188682
376	0.5683424871
377	0.5683066845
378	0.5681532183
379	0.5680536736
380	0.5678421121
381	0.5675925572
382	0.5675013662
383	0.5674057614
384	0.5673363825
385	0.5672978476
386	0.5672056628
387	0.5669719539
388	0.5668189433
389	0.5665933999
390	0.5665635497
391	0.5664664786
392	0.5663647886
393	0.5662364755
394	0.5660262407
395	0.565862217
396	0.5657835639
397	0.5656933693
398	0.5656275571
399	0.5655516778
400	0.5653707267
401	0.5652386346
402	0.56504612
403	0.5649307495
404	0.5647463236
405	0.5645625344
406	0.5644812059
407	0.5644267566
408	0.5643799355
409	0.5641109513
410	0.5639818135
411	0.563843292
412	0.5637979891
413	0.5637866986
414	0.5637571668
415	0.5636582368
416	0.5634814405
417	0.5633216536
418	0.5631772061
419	0.5631496659
420	0.5630710702
421	0.5629453412
422	0.562835202
423	0.5627052926
424	0.5626334889
425	0.5625121107
426	0.5624384219
427	0.5623856232
428	0.5622907552
429	0.5621766227
430	0.5621244622
431	0.5620893488
432	0.5620051849
433	0.5619294178
434	0.5618712729
435	0.561854109
436	0.5617300955
437	0.5615840984
438	0.5615358328
439	0.5614359785
440	0.5612874011
441	0.5611733537
442	0.5610149349
443	0.5608329081
444	0.5607426928
445	0.5607041495
446	0.5606752734
447	0.5606120953
448	0.5604209792
449	0.5604037231
450	0.5602604586
451	0.5601242524
452	0.5600142889
453	0.5599771355
454	0.5599274475
455	0.5598527084
456	0.5598121614
457	0.5597496499
458	0.5597138793
459	0.5596399184
460	0.5595731161
461	0.5593412753
462	0.5592007738
463	0.5591202138
464	0.5590501276
465	0.5589212826
466	0.5587823504
467	0.5587298582
468	0.5585593858
469	0.5585061545
470	0.5584500469
471	0.558377158
472	0.5582843091
473	0.5581420156
474	0.5581096559
475	0.55805613
476	0.5579673326
477	0.5578434237
478	0.5577717636
479	0.5576921723
480	0.5575808064
481	0.5574587175
482	0.5573396785
483	0.5572255839
484	0.5571040095
485	0.5570683508
486	0.5570365558
487	0.556856968
488	0.5568246296
489	0.5567451121
490	0.5566503899
491	0.5565658732
492	0.5564281592
493	0.5564020425
494	0.5563201591
495	0.5561022415
496	0.5558929302
497	0.5558043458
498	0.5556802076
499	0.5556431409
500	0.5555560402
501	0.555537376
502	0.5554796144
503	0.5552829284
504	0.5551177115
505	0.5550176809
506	0.5549585514
507	0.5549381687
508	0.5548445323
509	0.5547932288
510	0.5546634405
511	0.5546584154
512	0.5545089995
513	0.5544475999
514	0.5543599431
515	0.5542250888
516	0.5542159329
517	0.5541325802
518	0.5540893487
519	0.5540072907
520	0.5539483383
521	0.553861071
522	0.5538058038
523	0.5537547714
524	0.5536782961
525	0.5535826303
526	0.5535182091
527	0.553343198
528	0.5532688933
529	0.5532392601
530	0.5529905515
531	0.5528877586
532	0.5528343476
533	0.5526544888
534	0.5525812545
535	0.552440879
536	0.552409933
537	0.5522382357
538	0.55214638
539	0.5520976917
540	0.5519720412
541	0.5518903087
542	0.5517338579
543	0.5516730304
544	0.5516041963
545	0.5515182037
546	0.5513622927
547	0.5511818071
548	0.5509885509
549	0.5509721533
550	0.5509494776
551	0.5508522357
552	0.5506980811
553	0.5505889122
554	0.550479134
555	0.5503743085
556	0.5503324798
557	0.5501478637
558	0.5499855642
559	0.5499039028
560	0.5498144819
561	0.5497397869
562	0.5496538809
563	0.5495591519
564	0.5494513246
565	0.549358809
566	0.5492751305
567	0.5490307944
568	0.5490020737
569	0.5489165375
570	0.5488417549
571	0.5487905105
572	0.5487213745
573	0.5486344622
574	0.5485240103
575	0.5484055615
576	0.5482657255
577	0.5482481204
578	0.5481917232
579	0.5480613724
580	0.5479903912
581	0.5479305194
582	0.5478655204
583	0.5476445361
584	0.5475228546
585	0.5474894687
586	0.5474212015
587	0.5473957911
588	0.5473182218
589	0.5472299038
590	0.5471865327
591	0.5470883521
592	0.5470006002
593	0.546981128
594	0.5469064538
595	0.546900468
596	0.5468360327
597	0.5467054641
598	0.546565922
599	0.5465228692
600	0.5465108437
601	0.5464159971
602	0.5463776388
603	0.5463451136
604	0.5462876414
605	0.5461631531
606	0.545985349
607	0.5459166494
608	0.545872236
609	0.5457846874
610	0.5456453218
611	0.5455813731
612	0.5454638034
613	0.545391131
614	0.5453433928
615	0.54533809
616	0.5452834795
617	0.5452528963
618	0.5452310347
619	0.5452015463
620	0.5450113689
621	0.5448914522
622	0.5447592529
623	0.5446867058
624	0.544602749
625	0.5444732851
626	0.5444304125
627	0.5443421102
628	0.5442618052
629	0.5442562116
630	0.5441233434
631	0.5440455987
632	0.5439143903
633	0.5438531091
634	0.5437437349
635	0.5436312856
636	0.5435706629
637	0.5435675779
638	0.5434865378
639	0.5433487256
640	0.5432400916
641	0.5431958492
642	0.5431487804
643	0.5430468413
644	0.5430069035
645	0.5428890794
646	0.5428083601
647	0.542707269
648	0.5426390085
649	0.5426205981
650	0.5425486869
651	0.542444958
652	0.5424378974
653	0.5423442868
654	0.5422212489
655	0.5420646427
656	0.541979185
657	0.5419460851
658	0.5418345701
659	0.5416483542
660	0.5414868802
661	0.5414091907
662	0.5413551531
663	0.5413147104
664	0.5411991742
665	0.5410859345
666	0.541059632
667	0.5410259835
668	0.5409937119
669	0.5409079106
670	0.54086995
671	0.5407891472
672	0.5407492925
673	0.5406735783
674	0.5405866186
675	0.5404577928
676	0.5404140628
677	0.5403726129
678	0.5403330087
679	0.5401555141
680	0.5401036867
681	0.5399972226
682	0.5399509663
683	0.5397735394
684	0.5396995869
685	0.5396763572
686	0.5396460952
687	0.5395366447
688	0.5394938206
689	0.5394525025
690	0.5393951669
691	0.5393256946
692	0.5391735442
693	0.5390865994
694	0.5389744295
695	0.5389446834
696	0.5389253015
697	0.5388453454
698	0.5388172161
699	0.5387239225
700	0.5386048206
701	0.5385283219
702	0.5384683246
703	0.5383993959
704	0.5383501416
705	0.5383223258
706	0.5383032003
707	0.5382895073
708	0.5382562777
709	0.5381244375
710	0.5381068531
711	0.538050475
712	0.537953027
713	0.5379440572
714	0.5378596121
715	0.5378007447
716	0.5377930889
717	0.5377266565
718	0.5376574994
719	0.53760632
720	0.5375115452
721	0.5374040539
722	0.5373486224
723	0.537327461
724	0.5372073617
725	0.537181638
726	0.5371238245
727	0.5370931705
728	0.5370062393
729	0.5368918782
730	0.5367455786
731	0.5366462719
732	0.5366040333
733	0.5365820553
734	0.5364932907
735	0.5364461563
736	0.5364124145
737	0.5363022062
738	0.5362102267
739	0.5361854898
740	0.5361433757
741	0.5360567335
742	0.5360052647
743	0.5359266255
744	0.5357598335
745	0.5356991676
746	0.5356151484
747	0.5353963016
748	0.5352424252
749	0.5351190798
750	0.5350927596
751	0.5349735906
752	0.5349351795
753	0.5348829303
754	0.5347012301
755	0.5345229016
756	0.5345048149
757	0.5344327894
758	0.5343308971
759	0.5343080237
760	0.5341917381
761	0.5341678528
762	0.5341247781
763	0.5340564527
764	0.5339635256
765	0.5339185886
766	0.5338816158
767	0.5338248673
768	0.5338197257
769	0.5337935492
770	0.5337276848
771	0.5336992842
772	0.5336531857
773	0.5336313682
774	0.5336115905
775	0.5335827732
776	0.5334409146
777	0.5333946188
778	0.5333580465
779	0.5331610083
780	0.5329459035
781	0.532836829
782	0.532757188
783	0.5326373288
784	0.5325845483
785	0.5325510363
786	0.5323283052
787	0.5322584448
788	0.5321624222
789	0.5320762045
790	0.5320531268
791	0.5319478755
792	0.5319298789
793	0.5318727629
794	0.5317524866
795	0.5316401371
796	0.5315927245
797	0.5315645823
798	0.5315338542
799	0.5315105412
800	0.5314796521
801	0.5314646524
802	0.5313897837
803	0.5312942774
804	0.5312627382
805	0.5311669068
806	0.5310697305
807	0.5310338816
808	0.5309819677
809	0.5308974193
810	0.5307911978
811	0.5306690813
812	0.5305302584
813	0.5304774465
814	0.5304280719
815	0.5303694269
816	0.5303452641
817	0.5302826355
818	0.5301888613
819	0.5301752967
820	0.5301396533
821	0.5300886623
822	0.5300522022
823	0.5300506262
824	0.5300260352
825	0.5298927172
826	0.5298820837
827	0.5298173449
828	0.5297564414
829	0.5295856947
830	0.5294417913
831	0.5294187043
832	0.5293270477
833	0.5292868345
834	0.5292417509
835	0.5292036606
836	0.529086561
837	0.5289420487
838	0.5288948883
839	0.5288470487
840	0.5287633917
841	0.5286771202
842	0.5286504623
843	0.5286122993
844	0.5285888858
845	0.5285603234
846	0.5285005645
847	0.5283300607
848	0.528317749
849	0.5282548563
850	0.5281557592
851	0.5280659069
852	0.52796293
853	0.5278963946
854	0.5278608079
855	0.5278417009
856	0.5277611709
857	0.5276890647
858	0.527608299
859	0.5275847105
860	0.5275082861
861	0.5274848352
862	0.5273882821
863	0.5273650877
864	0.5272877378
865	0.5272309364
866	0.5271870145
867	0.52712535
868	0.5270111575
869	0.5269578494
870	0.5269174249
871	0.5268426287
872	0.5267715525
873	0.5267118973
874	0.5266527717
875	0.5266304763
876	0.5265592718
877	0.5264971763
878	0.5264404858
879	0.5263199791
880	0.526273155
881	0.5262421751
882	0.5261871044
883	0.5261091222
884	0.5260673708
885	0.5259329835
886	0.5258829875
887	0.5258405786
888	0.5257135359
889	0.5256714121
890	0.5256324455
891	0.525479036
892	0.5254104396
893	0.5252955049
894	0.525280534
895	0.5252203031
896	0.5250192538
897	0.5248754106
898	0.5248181681
899	0.5247774448
900	0.5247397917
901	0.5247015663
902	0.5246468449
903	0.524617723
904	0.5245988677
905	0.5245385583
906	0.524469485
907	0.5243855133
908	0.5242329879
909	0.5242223758
910	0.5241928485
911	0.524152309
912	0.5240739177
913	0.5239422602
914	0.5238233595
915	0.5237480727
916	0.5235643466
917	0.5235137533
918	0.5234742193
919	0.5233831533
920	0.5232863043
921	0.5232318096
922	0.5231258534
923	0.5229762672
924	0.522918777
925	0.5228045037
926	0.5226842244
927	0.5226307001
928	0.5225995304
929	0.5225885873
930	0.5225735602
931	0.5224734482
932	0.5224535995
933	0.5224144053
934	0.5223527197
935	0.5222890565
936	0.5222476813
937	0.52219178
938	0.5221786664
939	0.5220912898
940	0.5219848234
941	0.5219487897
942	0.5219047846
943	0.5218488078
944	0.5217583714
945	0.5217317628
946	0.5217181073
947	0.5216410973
948	0.521555204
949	0.5215109344
950	0.5214747926
951	0.5213627081
952	0.5213091605
953	0.5212515553
954	0.5211838909
955	0.5211349588
956	0.5210915872
957	0.520965045
958	0.5209359211
959	0.5208592169
960	0.5207890953
961	0.5207544583
962	0.5207407446
963	0.5206557957
964	0.5205741985
965	0.5204985058
966	0.5204747144
967	0.5204217752
968	0.520385467
969	0.5203607826
970	0.5202325821
971	0.5202127324
972	0.5201482449
973	0.5201419332
974	0.5200981939
975	0.5200777117
976	0.5200647195
977	0.5200531839
978	0.5199695298
979	0.5199049741
980	0.5198675005
981	0.5198457323
982	0.5197832744
983	0.5197475772
984	0.5196100377
985	0.5195430961
986	0.5194785665
987	0.5193947517
988	0.5192147789
989	0.5191748737
990	0.5191558664
991	0.5191077634
992	0.5189672971
993	0.5189420188
994	0.5188598302
995	0.518772605
996	0.5186927931
997	0.5186044408
998	0.5185624164
999	0.5185007503
1000	0.5184869384
1001	0.5184547485
1002	0.5184308969
1003	0.5183789382
1004	0.5182220183
1005	0.518061571
1006	0.5180349026
1007	0.517943127
1008	0.5178798179
1009	0.5177510592
1010	0.5176166927
1011	0.5175406291
1012	0.5173507374
1013	0.5173175859
1014	0.5171423477
1015	0.5170845897
1016	0.5169643955
1017	0.5168824756
1018	0.5168257161
1019	0.5167814929
1020	0.5167126265
1021	0.5166415772
1022	0.5166149551
1023	0.5165350739
1024	0.5164741901
1025	0.5164244753
1026	0.5163390638
1027	0.5163060265
1028	0.5162232647
1029	0.5161882271
1030	0.5160917183
1031	0.5160368959
1032	0.51588824
1033	0.5158718585
1034	0.5158284826
1035	0.515727663
1036	0.5156220716
1037	0.5155729707
1038	0.5155194403
1039	0.5154479369
1040	0.51540305
1041	0.5153809086
1042	0.515308438
1043	0.5152072099
1044	0.5151373498
1045	0.5150571292
1046	0.5149382812
1047	0.5148750808
1048	0.5147529784
1049	0.5146445179
1050	0.5146006143
1051	0.5145658788
1052	0.5145079365
1053	0.5144858841
1054	0.5144434361
1055	0.5143254328
1056	0.514273332
1057	0.514225227
1058	0.5141695847
1059	0.5141062227
1060	0.5140111331
1061	0.5139444716
1062	0.5138603761
1063	0.5137858931
1064	0.5137271267
1065	0.5136857599
1066	0.5136525829
1067	0.513596682
1068	0.5135273213
1069	0.5133489982
1070	0.5132108965
1071	0.5131136863
1072	0.5130895972
1073	0.5129440964
1074	0.5128620783
1075	0.5127850813
1076	0.5127417147
1077	0.5126599905
1078	0.5126387346
1079	0.512610506
1080	0.5125231394
1081	0.5124622702
1082	0.5124042516
1083	0.5123382252
1084	0.5122104836
1085	0.5121564146
1086	0.5121274215
1087	0.51209339
1088	0.5120643944
1089	0.5119308316
1090	0.5118734263
1091	0.511830882
1092	0.5117915376
1093	0.5117852998
1094	0.5116944246
1095	0.5116834337
1096	0.5116726267
1097	0.5115934499
1098	0.5115849779
1099	0.5114746286
1100	0.5113132217
1101	0.5112918026
1102	0.5112529657
1103	0.511135779
1104	0.5110667463
1105	0.5110049814
1106	0.5108640317
1107	0.5108220852
1108	0.5107506076
1109	0.5106930959
1110	0.5106181871
1111	0.5104826975
1112	0.510410419
1113	0.5103310842
1114	0.5103181807
1115	0.5102697682
1116	0.510106021
1117	0.5100367213
1118	0.5100272315
1119	0.5100031239
1120	0.5098512427
1121	0.5098360685
1122	0.5098077541
1123	0.5097553287
1124	0.5096593383
1125	0.50955452
1126	0.509463177
1127	0.5093843999
1128	0.5093597275
1129	0.5092410823
1130	0.5091766687
1131	0.5090693784
1132	0.5089785636
1133	0.50893562
1134	0.5088760884
1135	0.5088033828
1136	0.508781068
1137	0.508684913
1138	0.5085996681
1139	0.5085384671
1140	0.5085003206
1141	0.508354616
1142	0.5082996756
1143	0.5081782806
1144	0.5081489221
1145	0.508081392
1146	0.5080193562
1147	0.5079348425
1148	0.5079140525
1149	0.5078861785
1150	0.5078368321
1151	0.5077801406
1152	0.5077010176
1153	0.5076881471
1154	0.5076606024
1155	0.5075906172
1156	0.5075748373
1157	0.5075205437
1158	0.5074715225
1159	0.5074199687
1160	0.5073502598
1161	0.5073209051
1162	0.5072695979
1163	0.5071960124
1164	0.507156757
1165	0.507082697
1166	0.5070139974
1167	0.5069437402
1168	0.5069031734
1169	0.5068683202
1170	0.5068544087
1171	0.5068057357
1172	0.5067069858
1173	0.5066173864
1174	0.5065582836
1175	0.5064465854
1176	0.5063831174
1177	0.5063083706
1178	0.5062216095
1179	0.5061746311
1180	0.5060992074
1181	0.5059757545
1182	0.5059696898
1183	0.5058847948
1184	0.5058369456
1185	0.5057443924
1186	0.5056707071
1187	0.5056634417
1188	0.5055819422
1189	0.5055626424
1190	0.5054537604
1191	0.5053785156
1192	0.5053056578
1193	0.505231815
1194	0.5051904816
1195	0.5051213449
1196	0.5049992989
1197	0.5049879486
1198	0.5048459331
1199	0.5048342684
1200	0.5047838129
1201	0.5047703195
1202	0.5046476073
1203	0.5045939616
1204	0.5045236381
1205	0.5044899343
1206	0.5044482434
1207	0.5043850686
1208	0.5043740705
1209	0.5043168931
1210	0.5042662126
1211	0.5042417776
1212	0.5042275455
1213	0.5041176678
1214	0.5040876669
1215	0.5039075106
1216	0.5037981199
1217	0.503739257
1218	0.5036659624
1219	0.5036347816
1220	0.5036224617
1221	0.5034915229
1222	0.5034633059
1223	0.5034539854
1224	0.5034201447
1225	0.5033225795
1226	0.5031931263
1227	0.5031478835
1228	0.5030933317
1229	0.5030548326
1230	0.5030316366
1231	0.5029394716
1232	0.502884978
1233	0.5028449364
1234	0.5027978311
1235	0.5026645418
1236	0.5026459637
1237	0.5026141455
1238	0.5025121164
1239	0.502403676
1240	0.5023422935
1241	0.5022503602
1242	0.50213481
1243	0.5021129022
1244	0.5020335299
1245	0.5019686449
1246	0.5019387983
1247	0.5018707114
1248	0.5018272733
1249	0.5017569564
1250	0.5016737942
1251	0.5015576125
1252	0.5014361317
1253	0.5013733243
1254	0.5012791776
1255	0.5011874942
1256	0.5010731952
1257	0.5009850706
1258	0.5009426376
1259	0.5009371709
1260	0.5009014567
1261	0.5008105767
1262	0.500792759
1263	0.5007668565
1264	0.5007229632
1265	0.5006367989
1266	0.5005894682
1267	0.5005294617
1268	0.500519434
1269	0.5003885727
1270	0.5003224974
1271	0.5002615199
1272	0.5002035016
1273	0.5000934291
1274	0.5000570319
1275	0.4999908047
1276	0.4999180589
1277	0.4998843919
1278	0.4998096183
1279	0.4997197032
1280	0.4996718293
1281	0.4996538591
1282	0.4995055939
1283	0.4994668624
1284	0.4993932924
1285	0.4993801707
1286	0.4993403811
1287	0.4993236172
1288	0.4992595901
1289	0.4992212839
1290	0.499191699
1291	0.4991790114
1292	0.4991123924
1293	0.4990401244
1294	0.4989439241
1295	0.4988672027
1296	0.4988029797
1297	0.4987399702
1298	0.4986704592
1299	0.4986472662
1300	0.4985445645
1301	0.4984745203
1302	0.4984522838
1303	0.4983917526
1304	0.4982821401
1305	0.4982265154
1306	0.4982118323
1307	0.498045676
1308	0.4980212025
1309	0.4979333209
1310	0.4978933543
1311	0.4978368828
1312	0.4977502907
1313	0.4977425858
1314	0.4976774465
1315	0.4976223951
1316	0.4975742447
1317	0.4975333846
1318	0.4974933159
1319	0.4974406473
1320	0.4973437138
1321	0.4972741889
1322	0.4972239917
1323	0.4971914018
1324	0.4970651872
1325	0.4969386791
1326	0.4969051556
1327	0.4968409734
1328	0.4968029111
1329	0.4967776137
1330	0.496753657
1331	0.4967210242
1332	0.4966582815
1333	0.4966281644
1334	0.4965837762
1335	0.496503696
1336	0.4964834244
1337	0.4963808062
1338	0.4963710538
1339	0.4963207008
1340	0.4962578636
1341	0.496230823
1342	0.4961678061
1343	0.4961409508
1344	0.4960927687
1345	0.496023916
1346	0.495970507
1347	0.4959310047
1348	0.4958856187
1349	0.4958432807
1350	0.4957937376
1351	0.4957024661
1352	0.4956602021
1353	0.4956303102
1354	0.4955731677
1355	0.495464732
1356	0.495449984
1357	0.4953560451
1358	0.4953013621
1359	0.4952737104
1360	0.4952694379
1361	0.4952361669
1362	0.4951984684
1363	0.494988665
1364	0.4949634454
1365	0.4949068865
1366	0.4948913873
1367	0.4948291188
1368	0.4948248575
1369	0.4947822114
1370	0.4947352693
1371	0.4947271186
1372	0.4946684991
1373	0.4945990419
1374	0.4945355397
1375	0.4944260709
1376	0.4943757105
1377	0.4943378125
1378	0.4943062904
1379	0.4942431193
1380	0.4941857288
1381	0.494133384
1382	0.4940919756
1383	0.4940214333
1384	0.4939811184
1385	0.4939726761
1386	0.4939047255
1387	0.4938321513
1388	0.4937130829
1389	0.4936336509
1390	0.4934495305
1391	0.4934199988
1392	0.4934031578
1393	0.4933201278
1394	0.4931949434
1395	0.4931098767
1396	0.4930323549
1397	0.4929928075
1398	0.4929003732
1399	0.4928891567
1400	0.4928596516
1401	0.4927835396
1402	0.4927370443
1403	0.4926800356
1404	0.4926538197
1405	0.4926270711
1406	0.4925636223
1407	0.4925329329
1408	0.4924868419
1409	0.4924398876
1410	0.4924347019
1411	0.4923115573
1412	0.4922899428
1413	0.492260451
1414	0.4922147489
1415	0.4921498783
1416	0.4921408803
1417	0.4921303234
1418	0.4920731135
1419	0.491966352
1420	0.4919428589
1421	0.4918967487
1422	0.4918557058
1423	0.4917938505
1424	0.4916528889
1425	0.4916304549
1426	0.4915920241
1427	0.4915799732
1428	0.4915326644
1429	0.4915172634
1430	0.4914357524
1431	0.4914012996
1432	0.4913347772
1433	0.4912525306
1434	0.4911885946
1435	0.4911714275
1436	0.4911261669
1437	0.4910760097
1438	0.4910180739
1439	0.4908215639
1440	0.4908053769
1441	0.4907675638
1442	0.4907185948
1443	0.4906788367
1444	0.4906212218
1445	0.490603967
1446	0.4905824137
1447	0.4905321515
1448	0.4904664551
1449	0.4903812696
1450	0.4903397289
1451	0.4903077158
1452	0.4902398494
1453	0.4901714979
1454	0.4901089786
1455	0.4900808483
1456	0.4900734389
1457	0.4900195594
1458	0.4899934123
1459	0.4899776038
1460	0.4899390586
1461	0.4898940557
1462	0.4898484603
1463	0.4898235686
1464	0.4897876158
1465	0.4897381445
1466	0.4897007779
1467	0.489655207
1468	0.4895880303
1469	0.4895564569
1470	0.4895360447
1471	0.4894927203
1472	0.48948063
1473	0.4894714362
1474	0.4894268627
1475	0.4893735319
1476	0.4893428202
1477	0.4893221984
1478	0.4892116908
1479	0.4891935547
1480	0.4890917063
1481	0.4890468464
1482	0.4890130328
1483	0.4889139092
1484	0.4888961969
1485	0.4888536767
1486	0.4887996238
1487	0.4887119076
1488	0.4885935698
1489	0.4885539482
1490	0.4885260005
1491	0.4884586557
1492	0.488397843
1493	0.4883111224
1494	0.4882834502
1495	0.4882457958
1496	0.4882075544
1497	0.4881179615
1498	0.4880697772
1499	0.4880230641
1500	0.4879874407
1501	0.4878382848
1502	0.4878088497
1503	0.4877931306
1504	0.487682154
1505	0.4876162867
1506	0.4875845644
1507	0.4875290796
1508	0.4875182546
1509	0.4874399587
1510	0.4873515081
1511	0.4872993077
